인증구분,인증번호,인증제품명,업체명,사업자등록번호,대표자,인증일자,만료일자
성능인증,24-FFI0331,자가진단 및 자가복구 기반의 스마트 원방감시 시스템,(주)그린텍아이엔씨,1078626135,이창우,2023-08-29,2026-08-28
성능인증,23-ABI0316,지자기 및 레이저센서를 적용한 주차 관리 시스템,(주)하나텍시스템,1238620507,김승일,2023-08-29,2026-08-28
성능인증,23-AAJ0317,건물의 실별 실시간 열량산출 모델링을 통한 에너지절감형 빌딩자동제어장치,(주)삼원씨앤지,2048169430,김태원,2023-08-29,2026-08-28
성능인증,23-ACE0320,융복합 내진 유니트 시스템 패널,제이에스이엔지(주),1078650367,신창윤,2023-08-29,2026-08-28
성능인증,23-ABD0312,스마트 충전 분배 및 충전 전력제어 기술을 적용한 전기자동차 급속충전기 및 급속충전장치,씨에스테크놀로지 주식회사,5798801804,문지영,2023-08-29,2026-08-28
성능인증,23-ABI0319,듀얼 솔라셀과 반사구를 적용하여 충전 효율과 사용 시간이 향상된 태양광 LED 도로 표지병,(주)탄탄도로,2038601470,박재우조우정,2023-08-29,2026-08-28
성능인증,23-AFI0314,원뿔대형 스크린으로 처리효율을 개선하고 유량제어와 내진기술로 내구성을 향상시킨 자동화 비점오염저감시설,씨앤씨(주),1408161570,노건완,2023-08-29,2026-08-28
성능인증,23-ADI0318,우수한 내구성을 가진 S형 곡선형상의 조립식 과속방지턱,주식회사 태담,1178183050,이희정,2023-08-29,2026-08-28
성능인증,23-AFI0315,자가진단 및 자가복구 기반의 스마트 원방감시 시스템,(주)그린텍아이엔씨,1078626135,이창우,2023-08-29,2026-08-28
성능인증,23-CBA0256,화소 삽입의 적응적 영상보간 기술을 이용한 고해상도 LED전광판(UHD-256),(주)오라시스템,1138143793,김동화,2023-08-27,2026-08-26
성능인증,23-CBA0369,압축공기 품질 평가 장치,(주)티에프에스글로발,1208663133,송재수,2023-08-26,2026-08-25
성능인증,23-CBD0362,터빈 케이싱 체결볼트용 저주파방식 인덕션히팅시스템,볼트테크파워볼팅,1372148785,김청호,2023-08-25,2026-08-24
성능인증,23-CAI0310,좌판 전면 폴딩 기능을 구비한 작업용의자,주식회사 크로바가구,1278639798,정명희,2023-08-25,2026-08-24
성능인증,25-FDN0088,완충형 카 스토퍼,제이오토,8302701085,전갑수,2023-08-21,2026-08-20
성능인증,23-ACI0297,마름모형 골조(FRAME)를 이용하여 축방향 비틀림 하중에 대한 내력을 향상시킨 원형 및 장방형 알루미늄 조립 덮개,(주)엔비코,2518800417,이진관,2023-08-21,2026-08-20
성능인증,23-ABI0303,시인성 및 충전효율이 향상된 LED 도로표지병,(주)래도,1238160071,김윤성김철용,2023-08-21,2026-08-20
성능인증,23-AIM0301,질소산화물 제거효율이 우수한 고밀도 적층형 선택적촉매환원 촉매,주식회사 나노,1078804227,신동우,2023-08-21,2026-08-20
성능인증,23-ADP0298,견고한 안전구조를 갖는 알루미늄 데크로드 시스템,(주)월드디엔씨,4168162613,장미정,2023-08-21,2026-08-20
성능인증,23-ADI0302,내진 기술이 적용된 케이블트레이 시스템,태양트레이(주),1368102984,권점남이선구이재창,2023-08-21,2026-08-20
성능인증,23-ADG0304,완충형 카 스토퍼,제이오토,8302701085,전갑수,2023-08-21,2026-08-20
성능인증,24-FDP0154,견고한 안전구조를 갖는 알루미늄 데크로드 시스템,(주)월드디엔씨,4168162613,장미정,2023-08-21,2026-08-20
성능인증,24-BDP0010,견고한 안전구조를 갖는 알루미늄 데크로드 시스템,(주)월드디엔씨,4168162613,장미정,2023-08-21,2026-08-20
성능인증,23-CCK0418,강재탄성클립을 이용한 보행데크,주식회사 알지텍,3378601303,윤은숙,2023-08-21,2026-08-20
성능인증,24-BDG0010,완충형 카 스토퍼,제이오토,8302701085,전갑수,2023-08-21,2026-08-20
성능인증,24-GDI0224,내진 기술이 적용된 케이블트레이 시스템,태양트레이(주),1368102984,권점남이선구,2023-08-21,2026-08-20
성능인증,23-ANF0300,지능형 설비상태 및 운전정보 관리 시스템,가온플랫폼주식회사,4288801258,조만영,2023-08-21,2026-08-20
성능인증,23-CDI0419,넥스트데크,주식회사 필드글로벌,5158145037,엄미정,2023-08-18,2025-08-17
성능인증,23-ABI0293,오염방지 기능으로 방열성능이 장시간 유지되는 LED조명장치,(주)나로텍,1248734277,현상우,2023-08-17,2026-08-16
성능인증,23-ABA0292,시인성이 강화된 영상비상벨,뉴코리아전자통신(주),1138157550,조영순,2023-08-17,2026-08-16
성능인증,23-AAI0294,비금속 체인이 적용된 전방형 로터리 제진기,(주)디케이엠엔이,2188116645,두정언,2023-08-17,2026-08-16
성능인증,23-ADI0296,열교차단 보(Beam)로 단열과 구조성능이 향상된 금속지붕패널,주식회사 건기,6228125697,김병철,2023-08-17,2026-08-16
성능인증,23-AFC0295,내구성이 향상된 드럼형 슬러지 농축기,(주)로얄정공,5038128637,박재덕,2023-08-17,2026-08-16
성능인증,23-CAD0353,다공성 가압 전단 롤러 및 고압벨트 유닛을 적용한 벨트프레스,(주)유천엔지니어링,1138111253,문석진,2023-08-14,2026-08-13
성능인증,23-AAI0284,전해살균제 농도조절 기능 및 전해살균제 생성부의 자동 청소 기능을 갖는 차아염소산나트륨 발생장치,한울이앤씨(주),1138613047,김성복,2023-08-14,2026-08-13
성능인증,24-FAI0137,전해살균제 농도조절 기능 및 전해살균제 생성부의 자동 청소 기능을 갖는 차아염소산나트륨 발생장치,한울이앤씨(주),1138613047,김성복,2023-08-14,2026-08-13
성능인증,23-AAD0277,밸러스트 챔버 및 헹굼 세척 장치를 갖는 티핑버킷,주식회사 가온텍,1388190655,김병희,2023-08-11,2026-08-10
성능인증,23-ABI0276,BEMS가 내장된 빌딩자동제어장치,(주)일렉콤,1338128627,이용회,2023-08-11,2026-08-10
성능인증,24-GBI0067,BEMS가 내장된 빌딩자동제어장치,(주)일렉콤,1338128627,이병주이용회,2023-08-11,2026-08-10
성능인증,25-GBI0099,BEMS가 내장된 빌딩자동제어장치,(주)일렉콤,1338128627,이용회,2023-08-11,2026-08-10
성능인증,23-AHP0270,내마모성 및 내충격성이 우수한 석탄이송 설비용 세라믹 보강판,주식회사 첨단세라믹,7328802044,이계일,2023-08-09,2026-08-08
성능인증,23-AAN0273,유체감압장치가 적용된 고온고차압 콘트롤 밸브,브이아이브이 인터내셔날 주식회사(VIV International Co.Ltd.),5108135437,구충회,2023-08-09,2026-08-08
성능인증,23-CDM0255,뒤틀림 방지를 향상시킨 목재데크,주식회사 디자인랜드,6088133847,이윤경,2023-08-03,2026-08-02
성능인증,23-CAN0313,회전드럼 내부에서 농축 및 비중 분리가 가능한 스크롤 원심탈수기,(주)플루엔,6068190217,이병열,2023-07-31,2026-07-30
성능인증,23-CAI0308,Dual Blade를 장착한 Motor 내장 Module형 Brush Cleaning 장치,(주)케이이씨,1288673241,제종욱,2023-07-29,2026-07-28
성능인증,23-CDA0381,활주로형 횡단보도용 엘이디 도로표지병,주)미라클산업,1178128886,김영철,2023-07-28,2026-07-27
성능인증,23-CAA0252,발전소 터빈 서보시스템 제어용 다기능 유압 차단 장치,(주)티에프에스글로발,1208663133,송재수,2023-07-23,2026-07-22
성능인증,23-CCL0332,교량 지진격리받침 면진용 다기능 지진동 저감장치,(주)펜타드,7538700901,지용수,2023-07-22,2026-07-21
성능인증,23-CBI0263,실시간 통신품질감시기능을 갖는 무선원격검침시스템,하이텍앤솔 주식회사,2158159534,정구천,2023-07-21,2026-07-20
성능인증,25-GBI0021,실시간 통신품질감시기능을 갖는 무선원격검침시스템,하이텍앤솔 주식회사,2158159534,김다위,2023-07-21,2026-07-20
성능인증,23-CAI0330,침사 및 협잡물 분리 배출기술을 적용한 협잡물 처리장치,(주)우강엔텍,1378633883,정지호,2023-07-21,2026-07-20
성능인증,24-GBI0338,실시간 통신품질감시기능을 갖는 무선원격검침시스템,하이텍앤솔 주식회사,2158159534,김다위,2023-07-21,2026-07-20
성능인증,23-CAN0299,액상 폴리머 자동용해장치,샘텍 E&C,6210520661,곽동채,2023-07-21,2026-07-20
성능인증,24-BNC0010,IoT 기반 상수관망 감시시스템,주식회사 유솔,3148614125,오광석,2023-07-16,2026-07-15
성능인증,23-CNC0247,IoT 기반 상수관망 감시시스템,주식회사 유솔,3148614125,오광석,2023-07-16,2026-07-15
성능인증,23-CBI0264,내풍압성능을 향상시키고 친환경에너지를 이용한 자동형 스마트 횡단보도 그늘막,(주)대상디자인,1248754443,노희진,2023-07-16,2026-07-15
성능인증,23-CBI0261,감전예방 장치를 내장한 내진 수배전반(고압배전반저압배전반전동기제어반분전반),(주)청석엔지니어링,1288185780,조은자,2023-07-15,2026-07-14
성능인증,23-CAE0262,플라즈마 탈취기(악취제거기),주식회사 삼도환경,4098700552,정우남,2023-07-14,2026-07-13
성능인증,23-BNI0408,ICT/IoT를 활용한 능동 출력 조정이 가능한 재난예경보시스템,(주)화진티엔아이,2208732956,최영열,2023-07-14,2026-07-13
성능인증,23-AFN0232,폴리에틸렌 피복 스테인리스 강관,(주)금강,6138116078,박현숙방만혁,2023-07-14,2026-07-13
성능인증,23-ANI0231,ICT/IoT를 활용한 능동 출력 조정이 가능한 재난예경보시스템,(주)화진티엔아이,2208732956,최영열,2023-07-14,2026-07-13
성능인증,23-CDK0254,죽분을 이용한 합성목재,(주)포나코,3038162277,박상후,2023-07-07,2026-07-06
성능인증,23-CGG0311,방사선 보호복,(주)동원엔텍,6108185159,신승호,2023-07-07,2026-07-06
성능인증,23-CNI0253,열화상 이중화 카메라를 이용한  방범 및 재난예측 시스템,(주)디지탈라인,1388143337,강성진,2023-07-03,2026-07-02
성능인증,23-CDO0363,액상 레드머드를 이용한 고감성 백화저감 흙콘크리트 포장,(주)한국건설기술공사,4098185355,장승환,2023-07-02,2026-07-01
성능인증,23-AAD0222,인양체인 끼임 방지판을 구비한 로타리식 제진기,(주)나성이엔지,2088602042,유선우,2023-06-20,2026-06-19
성능인증,23-ABI0220,분리형 차압 센서를 탑재한 고정밀 압력 전송기,두온시스템(주),1398107595,김영수,2023-06-20,2026-06-19
성능인증,24-BAD0103,인양체인 끼임 방지판을 구비한 로타리식 제진기,(주)나성이엔지,2088602042,유선우,2023-06-20,2026-06-19
성능인증,23-CNA0258,수업진행 모드별로 화면구성을 달리하여 인터넷 방송을 하는 인터랙티브화이트보드,보은전자방송통신(주),1098143872,우영섭,2023-06-19,2026-06-18
성능인증,23-ABB0218,화재예방을 위한 전기안전형 태양광발전시스템,(주)그랜드썬기술단,4098610941,위난구,2023-06-14,2026-06-13
성능인증,23-CFI0279,저농도 오존과 마이크로버블을 이용한 자외선 살균장치 ,(주)도원엔바이로,1408177432,고 영남,2023-06-11,2026-06-10
성능인증,23-CDL0246,콘크리트 분말형 방수재,장산씨엠(주),2158168751,김원화,2023-06-11,2026-06-10
성능인증,23-CAI0164,고효율 저압력 맥동 양흡입 벌류트 펌프,제이에스엔지니어링,1400280645,유묘숙,2023-06-10,2026-06-09
성능인증,23-CAA0309,발전용수 수질 관리를 위한 연속자동 수질 측정장치,대윤계기산업(주),1138132146,서윤성서인호,2023-06-10,2026-06-09
성능인증,23-CNA0244,다중 파형을 이용한 장거리 교통 돌발상황 검지시스템(Smart-IDS) ,메타빌드(주),2148627387,조풍연,2023-06-10,2026-06-09
성능인증,23-BAI0265,고효율 저압력 맥동 양흡입 벌류트 펌프,제이에스엔지니어링,1400280645,유묘숙,2023-06-10,2026-06-09
성능인증,25-FNA0070,다중 파형을 이용한 장거리 교통 돌발상황 검지시스템(Smart-IDS) ,메타빌드(주),2148627387,조풍연,2023-06-10,2026-06-09
성능인증,23-AFI0216,역세척 효율이 향상된 수영장 여과기,(주)코리아이피디,1098621835,이점우,2023-06-09,2026-06-08
성능인증,23-CAI0278,시운전 및 긴급 정비가 가능하고 세척 기능을 갖는 입축ㆍ수중 펌프,(주)대한중전기,1378190481,염권정,2023-06-09,2026-06-08
성능인증,23-ABD0212,부품테스트를 위한 대용량의 고성능 직류 전원공급장치,(주)오디에이테크놀로지,1228605459,김정석,2023-06-05,2026-06-04
성능인증,23-ADP0213,일체형 pe 적층 연성 방수 시트,에이치디에스산업(주),4108671875,이근진,2023-06-05,2026-06-04
성능인증,24-GDP0226,일체형 pe 적층 연성 방수 시트,에이치디에스산업(주),4108671875,이근진,2023-06-05,2026-06-04
성능인증,23-GDP0474,일체형 pe 적층 연성 방수 시트,에이치디에스산업(주),4108671875,이근진,2023-06-05,2026-06-04
성능인증,23-GDP0235,일체형 pe 적층 연성 방수 시트,에이치디에스산업(주),4108671875,이근진,2023-06-05,2026-06-04
성능인증,23-AAD0214,유로분리형 소음저감장치가 내장된 초저소음 직교류형 흡입 송풍식 냉각탑,(주)경인기계,1218157736,구제병구태형,2023-06-05,2026-06-04
성능인증,23-AAI0215,응축수를 이용한 기압조정장치가 적용된  절전형 저온저장고(대형냉장고),(주)나우이엘,1378147140,김인호,2023-06-05,2026-06-04
성능인증,23-CAF0280,터빈 윤활유 계통  플러싱 장비,(주)에네스지,3148149032,양종대,2023-06-03,2026-06-02
성능인증,23-GBN0228,내-아크 성능이 향상된 고압금속폐쇄배전반,주식회사 비엠티,6068128130,윤종찬,2023-05-31,2026-05-30
성능인증,24-FBG0320,주변 환경 인자에 의한 피드백으로 조절되는 고효율 스마트 엘이디 전광판,주식회사 노아엘이디,6208154745,정양숙,2023-05-31,2026-05-30
성능인증,23-GBN0229,자동역률보상장치가 적용된 배전기기 (저압배전반 전동기제어반 분전반),주식회사 비엠티,6068128130,윤종찬,2023-05-31,2026-05-30
성능인증,23-ABN0210,내-아크 성능이 향상된 고압금속폐쇄배전반,주식회사 비엠티,6068128130,윤종찬,2023-05-31,2026-05-30
성능인증,23-ABN0211,자동역률보상장치가 적용된 배전기기 (저압배전반 전동기제어반 분전반),주식회사 비엠티,6068128130,윤종찬,2023-05-31,2026-05-30
성능인증,23-ABG0209,주변 환경 인자에 의한 피드백으로 조절되는 고효율 스마트 엘이디 전광판,주식회사 노아엘이디,6208154745,정양숙,2023-05-31,2026-05-30
성능인증,23-ABI0208,각 상 개별 전력제어 및 각 상 개별 전압제어가 가능한 무정전 기능 겸용 양방향/양모드 ESS,세방전기(주),1348163194,이상길,2023-05-31,2026-05-30
성능인증,23-ADL0205,에어써징 연결구 일체형 지하수 상부 보호공,세운엔지니어링,3060762034,이동헌,2023-05-30,2026-05-29
성능인증,23-AAF0207,하이브리드 에어포일 스러스트 베어링 기술을 적용한 터보블로워,주식회사 에스에이엔지니어링,3148653870,이훈,2023-05-30,2026-05-29
성능인증,23-ABI0206,부하 수용 능력이 향상된 디젤발전기,티에스파워(주),1358167534,박기봉,2023-05-30,2026-05-29
성능인증,24-BBI0240,부하 수용 능력이 향상된 디젤발전기,티에스파워(주),1358167534,박기봉,2023-05-30,2026-05-29
성능인증,23-CBA0291,단일 송수신회로 중계기 겸용 휴대무전기,(주)윈어텍,1138603063,정길도,2023-05-29,2026-05-28
성능인증,23-BBA0465,단일 송수신회로 중계기 겸용 휴대무전기,(주)윈어텍,1138603063,정길도,2023-05-29,2026-05-28
성능인증,23-GAK0348,밸런싱 웰 교차혼합 열교환에 의한 스마트냉난방 히트펌프 시스템,(주)앤씨티,1218181347,박찬호,2023-05-29,2026-05-28
성능인증,23-CDI0178,조립식 기능마루(INNOV-FLOOR),(주) 아도니스글로벌,1068624468,우귀동,2023-05-29,2026-05-28
성능인증,23-CAK0260,밸런싱 웰 교차혼합 열교환에 의한 스마트냉난방 히트펌프 시스템,(주)앤씨티,1218181347,박찬호,2023-05-29,2026-05-28
성능인증,23-CBB0173,IOT 기반의 이중화 보안 및 예측 진단 기능을 내장한 맨홀 계장 계측 제어 장치,주식회사 이지에버텍,6218609118,장원미,2023-05-29,2026-05-28
성능인증,23-CFM0268,탈수인자 자동제어가 가능한 유입부하 감응형 필터프레스 탈수기,(주)태영필트레이션시스템,5048606344,김성수,2023-05-29,2026-05-28
성능인증,23-CII0248,대형시설물의 대기오염피해 방지용 기능성도료,(주)씨캠,2268129893,정의균,2023-05-27,2026-05-26
성능인증,24-FNI0010,초정밀 위치정보 기반 버스 진입 순서 및 정차 위치 정보제공 안내장치,주식회사 이츠,1378643528,김동원,2023-05-26,2026-05-25
성능인증,24-BBI0228,패널과 커버글라스의 간격을 최소화하여 소비전력 및 시야각을 개선한 전자칠판,(주)오맥스,1308141510,김성원,2023-05-26,2026-05-25
성능인증,23-AEI0199,방염 및 항균 성능이 향상된 수납가구,(주)진성아스타,1258133492,황정옥,2023-05-26,2026-05-25
성능인증,23-ABQ0200,자가진단과 데이터백업이 가능한 수처리 감시제어시스템,주식회사 대은계전,6168157632,고휴환,2023-05-26,2026-05-25
성능인증,23-ADM0202,배수가 용이한 조립식 악취 역류방지 오수받이,(주)퍼팩트,5128110295,허원권,2023-05-26,2026-05-25
성능인증,23-ABI0198,패널과 커버글라스의 간격을 최소화하여 소비전력 및 시야각을 개선한 전자칠판,(주)오맥스,1308141510,김성원,2023-05-26,2026-05-25
성능인증,23-ABL0201,3상 전선로에서의 인체감전 보호기술을 적용한 배전반,(사)한마음장애인복지회,3128217263,송순왕,2023-05-26,2026-05-25
성능인증,23-ANI0203,초정밀 위치정보 기반 버스 진입 순서 및 정차 위치 정보제공 안내장치,주식회사 이츠,1378643528,김동원,2023-05-26,2026-05-25
성능인증,23-ADJ0204,자유방향성을 갖는 안전형 데크 시스템,주식회사 뉴티브,2228123505,유재용,2023-05-26,2026-05-25
성능인증,24-BDD0106,데크클립과 난간하우징을 이용하여 결합력을 향상시킨 데크로드 시스템,(주)제이엠에스씨,4938102363,김종민,2023-05-24,2026-05-23
성능인증,23-BAD0413,저속 회전으로도 데드존의 발생을 최소화할 수 있는 수처리용 교반기,창신기계제작소,1370661937,김유학,2023-05-24,2026-05-23
성능인증,23-ABO0196,나노 QD 발광형 표지,(주)피엘티,4038148328,최규영,2023-05-24,2026-05-23
성능인증,23-ADD0197,데크클립과 난간하우징을 이용하여 결합력을 향상시킨 데크로드 시스템,(주)제이엠에스씨,4938102363,김종민,2023-05-24,2026-05-23
성능인증,23-ABI0195,태양광차단부를 적용하여 시인성을 향상시킨 바닥형 보행신호등,(주)한백시스템,3128129345,원유석,2023-05-24,2026-05-23
성능인증,23-ADI0194,회전성능을 갖는 추락·투신자살 방지 안전장치,주식회사 예건,1288115004,노영일,2023-05-24,2026-05-23
성능인증,23-AAD0193,저속 회전으로도 데드존의 발생을 최소화할 수 있는 수처리용 교반기,창신기계제작소,1370661937,김유학,2023-05-24,2026-05-23
성능인증,25-GDD0083,데크클립과 난간하우징을 이용하여 결합력을 향상시킨 데크로드 시스템,(주)제이엠에스씨,4938102363,김종민,2023-05-24,2026-05-23
성능인증,23-AAI0191,간극조절 플랫바를 이용한 안착 결합구조 방식의 유출수로 조류증식 방지용 개폐식 차광덮개,(주)우강엔텍,1378633883,정지호,2023-05-22,2026-05-21
성능인증,23-CAD0170,지열코일관 간격유지형 하중부가재 설치를 통한 수직밀폐형 고심도 지중열교환기술을 적용한 딥코일300 ,(주)지앤지테크놀러지,1218128681,조희남,2023-05-21,2026-05-20
성능인증,23-AAM0190,먼지 제거효율이 향상된 저소음 전기구동형 먼지청소차,계백자동차(주),5038152627,노현규이한성,2023-05-19,2026-05-18
성능인증,23-ACI0186,다단 분리회전형 다목적 금속지주,뉴테크주식회사,8878702838,윤재규,2023-05-19,2026-05-18
성능인증,23-AFI0188,삼각 브라켓을 사용한 조립식 플라스틱 덮개,(주) 강산엔텍,1368114710,정현진,2023-05-19,2026-05-18
성능인증,23-CDI0245,보온단열패널을 이용한 조립식 강화플라스틱 덮개,(주) 강산엔텍,1368114710,정현진,2023-05-18,2026-05-17
성능인증,23-CAN0172,수평 분사노즐 및 가스분사관의 와류형성 기술을 적용한 복합 다단 탈취장치,제이케이이앤씨(주),6108150873,박성근,2023-05-11,2026-05-10
성능인증,23-AAF0158,자동 공기순환조절형 생물안전작업대,주식회사 씨에이치씨 바이오텍,5338600649,차욱호차형철,2023-04-19,2026-04-18
성능인증,24-GAF0123,자동 공기순환조절형 생물안전작업대,주식회사 씨에이치씨 바이오텍,5338600649,차규호차형철,2023-04-19,2026-04-18
성능인증,24-CAI0014,부력식홍수방어벽,(주)에스엔비,1218191637,남기영,2023-04-16,2026-04-15
성능인증,23-CAI0181,고안정 스페리컬받침,대경산업(주),1288163433,최동철,2023-04-16,2026-04-15
성능인증,23-CDI0168,퀵클립 모듈을 이용하여 데크판재를 경사지게 체결하는 데크로드,(주)케이제이앤씨,5598801998,이경준,2023-04-09,2026-04-08
성능인증,23-CBI0169,진동 화재 습도 온도 먼지 방전의 탐지 및 보호제어기능을 갖는 배전반(고압배전반 저압배전반 전동기제어반 분전반),(주)서전기전,1348121423,이상권,2023-04-01,2026-03-31
성능인증,23-CBI0175,영상출력 구간의 데이터 분석에 따른  전력 절감 전광판,(주)동방데이타테크놀러지,2148639466,원덕숙,2023-04-01,2026-03-31
성능인증,23-CNA0078,네트워크 기반 시설의 통신장애관리와 유지관리 시스템,(주)에이디엠,2178125840,정채옥,2023-03-31,2026-03-30
성능인증,23-AFI0149,탈리여액 배출 가속장치 및 회전부하 감소 기술을 적용한 에너지 절감 디칸터형 원심탈수기,(주)화일씨앤이,2118688482,이세호,2023-03-27,2026-03-26
성능인증,23-AAN0151,610℃ 레벨 초초임계용 스페어 파트 패키지를 적용한 탑 엔트리 메탈 시트 볼 밸브,(주)비티엑스,6098167054,배종갑,2023-03-27,2026-03-26
성능인증,24-BAN0289,610℃ 레벨 초초임계용 스페어 파트 패키지를 적용한 탑 엔트리 메탈 시트 볼 밸브,(주)비티엑스,6098167054,배종갑,2023-03-27,2026-03-26
성능인증,23-CAD0135,먼지흡입판넬기술을 적용한 실내먼지 제거시스템,대신엠씨주식회사,1078159849,김혜자,2023-03-25,2026-03-24
성능인증,23-AFI0146,광이온화 기술 기반 공기살균 정화설비,어썸레이 주식회사,4748101155,김세훈,2023-03-20,2026-03-19
성능인증,23-AFD0144,실내외 공기질 빅데이터를 이용한 환기청정기,케이웨더 주식회사,1108137628,김동식,2023-03-15,2026-03-14
성능인증,23-ADO0143,내구성과 방부 성능이 향상된 데크로드 시스템,(주)부림씨앤에스,1378177891,정태규,2023-03-15,2026-03-14
성능인증,24-BFD0110,실내외 공기질 빅데이터를 이용한 환기청정기,케이웨더 주식회사,1108137628,김동식,2023-03-15,2026-03-14
성능인증,23-ACI0142,회전방지 기능이 있는 도로명 안내판걸이구,(주)엔케이피,8628701602,박노준,2023-03-15,2026-03-14
성능인증,23-ADL0134,내구성 및 소음저감 성능을 갖춘 알루미늄 데크,(주)신화,3028109003,정찬욱,2023-03-13,2026-03-12
성능인증,23-AAI0126,석탄의 낙탄 저감을 위한 수직형 구동방식의 벨트 컨베이어 언로딩 장치,(주)비와이인더스트리,1348171563,이정한,2023-03-10,2026-03-09
성능인증,23-ABD0125,폐열회수환기 공기청정 제습 냉방을 모두 수행할 수 있는 복합환기장치,(주)에어라클,2338109541,김광욱,2023-03-09,2026-03-08
성능인증,23-ACL0123,플라즈마 이종 에폭시 폴리에틸렌 피복 강관,(주)위스코,1398120846,천영민,2023-03-08,2026-03-07
성능인증,23-ADI0122,열교차단장치가 포함된 지붕일체형 태양광발전(BIPV) 구조시스템,주식회사 건기,6228125697,김병철,2023-03-08,2026-03-07
성능인증,23-ADD0119,지하매설물 RFID 인식표지기,(주)메딕콘,3048129500,나상빈,2023-03-07,2026-03-06
성능인증,23-ABI0120,순시전압 이상 검출방법을 이용한 인버터 고속 운전모드 전환 및 기동 기술이 적용된 무정전전원장치,주식회사 이온,1208645095,강승호,2023-03-07,2026-03-06
성능인증,23-ADM0121,형태 안정성이 우수한 천연 복합소재 인조잔디 구조체.,(주)티엠,8748701721,김영호,2023-03-07,2026-03-06
성능인증,23-GDM0249,형태 안정성이 우수한 천연 복합소재 인조잔디 구조체.,(주)티엠,8748701721,김계영,2023-03-07,2026-03-06
성능인증,25-GDI0101,목재형 하이브리드 펜스,(주)토모우드,1378622805,김용국,2023-03-05,2026-03-04
성능인증,23-CDL0017,3중 구조로 된 인조잔디 시스템,주식회사 오륜스포츠,7298100570,국순종김성민,2023-03-05,2026-03-04
성능인증,25-GDL0053,3중 구조로 된 인조잔디 시스템,주식회사 오륜스포츠,7298100570,박명규,2023-03-05,2026-03-04
성능인증,24-GDL0010,3중 구조로 된 인조잔디 시스템,주식회사 오륜스포츠,7298100570,김성민박명규,2023-03-05,2026-03-04
성능인증,23-GDI0234,목재형 하이브리드 펜스,(주)토모우드,1378622805,김용국,2023-03-05,2026-03-04
성능인증,23-CDI0224,목재형 하이브리드 펜스,(주)토모우드,1378622805,김용국,2023-03-05,2026-03-04
성능인증,23-CAI0334,에너지절약형 공기조화기,(주)에스앤에이치이엔지,1148614369,한정흠,2023-03-02,2026-03-01
성능인증,23-GAI0165,능동형 가변제어 기술을 적용한 모듈형 다중원판 유동식 농축기,주식회사 홍우엔지니어링,1238132745,박행필최경룡,2023-02-25,2026-02-24
성능인증,23-CAI0067,능동형 가변제어 기술을 적용한 모듈형 다중원판 유동식 농축기,주식회사 홍우엔지니어링,1238132745,박행필최경룡,2023-02-25,2026-02-24
성능인증,23-CAM0086,이물질 감지기능이 들어간 수중펌프,주식회사 그린텍,5088123281,이정곤,2023-02-25,2026-02-24
성능인증,23-AFN0113,하나의 동력으로 2단의 압착·탈수 기능과 탈수물의 이송까지 가능한 2단 스크류프레스 장치,주식회사터보젠,6158187230,김록희,2023-02-22,2026-02-21
성능인증,23-ADM0112,도로포장용 순환 개질 가열 아스팔트 혼합물(에코콘),(주)유한아스콘,3408801356,이상철,2023-02-21,2026-02-20
성능인증,23-GDM0323,도로포장용 순환 개질 가열 아스팔트 혼합물(에코콘),(주)유한아스콘,3408801356,이상철,2023-02-21,2026-02-20
성능인증,23-CBI0185,감지센서와 컨트롤러를 이용한 누설전류상시감지장치 및 내진장치가 구비된 배전반(고압배전반 저압배전반 전동기제어반 분전반),창성전기(주),1248624753,성도제,2023-02-19,2026-02-18
성능인증,24-BNZ0192,휘도제어 기술을 이용한 최적의 LED전광판,도가테크,4030622224,백선영,2023-02-17,2026-02-16
성능인증,23-AAP0103,모터실 내 배수기능 시스템을 구비한 수중펌프,에스엠코리아 주식회사,4108164194,배문자,2023-02-17,2026-02-16
성능인증,23-ADE0100,4방향 슬라이딩이 가능한 내진 지붕재,주식회사 디자인기린,4098608300,이정준,2023-02-17,2026-02-16
성능인증,23-ACI0102,배수구 오물 유입방지 기능이 우수한 필터 결합형 디자인 그레이팅,엔테크,2280816974,전나래,2023-02-17,2026-02-16
성능인증,23-ANI0104,초고속 고해상도 딥러닝 솔루션 기반의 영상분석 시스템(프리벡스 v3.0),주식회사 핀텔,2038800359,김동기,2023-02-17,2026-02-16
성능인증,23-CAI0141,사용성 및 안전성이 개선된 잠수사 추진기,주식회사 테코,2298104381,오봉규오성숙,2023-02-17,2026-02-16
성능인증,23-AFI0101,TEC공법(기초파일 결합식)을 적용한 가설재울타리,주식회사 진방이엔씨,6468701790,김성식,2023-02-17,2026-02-16
성능인증,23-ANO0110,휘도제어 기술을 이용한 최적의 LED전광판,도가테크,4030622224,백선영,2023-02-17,2026-02-16
성능인증,23-ACL0109,이탈 방지 기능이 구비된 볼라드,(주)아주기업,5218600928,이부영,2023-02-17,2026-02-16
성능인증,23-AJE0099,고른 열분포를 갖는 면상발열체를 활용한 의료용 온열기,(주)명신메디칼,4098154186,손종기,2023-02-17,2026-02-16
성능인증,23-ADM0105,수밀성이 향상된 PE피복 내부평활 파형강관,신한스틸파이프주식회사,5108119548,김진관,2023-02-17,2026-02-16
